Year,RMSE
sub_ts_Apr2030_Mar2031,0.3690611325974338
sub_ts_Apr2031_Mar2032,0.4334142424527517
sub_ts_Apr2032_Mar2033,0.2836276875405812
sub_ts_Apr2033_Mar2034,0.39456046740380823
sub_ts_Apr2034_Mar2035,0.38122812723906113
sub_ts_Apr2035_Mar2036,0.18952529350918568
sub_ts_Apr2036_Mar2037,0.2846266041735995
sub_ts_Apr2037_Mar2038,0.33758171729199815
sub_ts_Apr2038_Mar2039,0.4965314521928106
sub_ts_Apr2039_Mar2040,0.2177619018039975
sub_ts_Aug2030_Jul2031,0.3859726347501322
sub_ts_Aug2031_Jul2032,0.32521432139359907
sub_ts_Aug2032_Jul2033,0.35684347003991496
sub_ts_Aug2033_Jul2034,0.4398854966076865
sub_ts_Aug2034_Jul2035,0.25465559821199363
sub_ts_Aug2035_Jul2036,0.1948154505655085
sub_ts_Aug2036_Jul2037,0.350729160914581
sub_ts_Aug2037_Jul2038,0.36346944614719373
sub_ts_Aug2038_Jul2039,0.4371694531778699
sub_ts_Aug2039_Jul2040,0.32195943056692805
sub_ts_Dec2030_Nov2031,0.3870240742327398
sub_ts_Dec2031_Nov2032,0.2772691231776132
sub_ts_Dec2032_Nov2033,0.3380390714847951
sub_ts_Dec2033_Nov2034,0.46243649476404947
sub_ts_Dec2034_Nov2035,0.22260727696864252
sub_ts_Dec2035_Nov2036,0.19965242184568102
sub_ts_Dec2036_Nov2037,0.38764722154767767
sub_ts_Dec2037_Nov2038,0.44147335006198496
sub_ts_Dec2038_Nov2039,0.30922644712475267
sub_ts_Dec2039_Nov2040,0.41378426154430364
sub_ts_Feb2030_Jan2031,0.3694260018427489
sub_ts_Feb2031_Jan2032,0.3938040659094034
sub_ts_Feb2032_Jan2033,0.2753900111683177
sub_ts_Feb2033_Jan2034,0.3739858859413579
sub_ts_Feb2034_Jan2035,0.4347941183080386
sub_ts_Feb2035_Jan2036,0.20274000694552885
sub_ts_Feb2036_Jan2037,0.22855673314241384
sub_ts_Feb2037_Jan2038,0.3801857225541561
sub_ts_Feb2038_Jan2039,0.4370368158242573
sub_ts_Feb2039_Jan2040,0.3241288368900556
sub_ts_Jan2030_Dec2030,0.3592891549562996
sub_ts_Jan2031_Dec2031,0.40330194147881204
sub_ts_Jan2032_Dec2032,0.2751310290087937
sub_ts_Jan2033_Dec2033,0.3234589041456704
sub_ts_Jan2034_Dec2034,0.47007056785040685
